client,year,total,client_clue,lobbyingfirmhired,totalamount,lobbyist,revolvingdoorprofiles,formermembersofcongress,lobby_status,experience,target
SVB Financial Group,2017,160000,SVB Financial Group,Franklin Square Group,160000, Josh Ackil ,1,0,1,8,0
SVB Financial Group,2017,160000,SVB Financial Group,Franklin Square Group,160000, Matthew Tanielian ,1,0,1,8,0
SVB Financial Group,2017,160000,SVB Financial Group,Franklin Square Group,160000, Brian Worth ,1,0,1,8,0
SVB Financial Group,2017,160000,SVB Financial Group,Franklin Square Group,160000, Sarah Beth Groshart Jansen ,1,0,1,8,0
SVB Financial Group,2017,160000,SVB Financial Group,Franklin Square Group,160000, Kara Calvert Campbell ,1,0,1,8,0
SVB Financial Group,2017,160000,SVB Financial Group,Franklin Square Group,160000, Ryan Triplette ,1,0,1,8,0
SVB Financial Group,2018,200000,SVB Financial Group,Franklin Square Group,200000, Brian Peters ,1,0,1,9,1
SVB Financial Group,2018,200000,SVB Financial Group,Franklin Square Group,200000, Josh Ackil ,1,0,1,9,1
SVB Financial Group,2018,200000,SVB Financial Group,Franklin Square Group,200000, Matthew Tanielian ,1,0,1,9,1
SVB Financial Group,2018,200000,SVB Financial Group,Franklin Square Group,200000, Brian Worth ,1,0,1,9,1
SVB Financial Group,2018,200000,SVB Financial Group,Franklin Square Group,200000, Sarah Beth Groshart Jansen ,1,0,1,9,1
SVB Financial Group,2018,200000,SVB Financial Group,Franklin Square Group,200000, Kara Calvert Campbell ,1,0,1,9,1
SVB Financial Group,2019,200000,SVB Financial Group,Franklin Square Group,200000, Brian Peters ,1,0,1,10,1
SVB Financial Group,2019,200000,SVB Financial Group,Franklin Square Group,200000, Matthew Tanielian ,1,0,1,10,1
SVB Financial Group,2019,200000,SVB Financial Group,Franklin Square Group,200000, Kara Calvert Campbell ,1,0,1,10,1
SVB Financial Group,2019,200000,SVB Financial Group,Franklin Square Group,200000, Brian Worth ,1,0,1,10,1
SVB Financial Group,2019,200000,SVB Financial Group,Franklin Square Group,200000, Sarah Beth Groshart Jansen ,1,0,1,10,1
SVB Financial Group,2019,200000,SVB Financial Group,Franklin Square Group,200000, Josh Ackil ,1,0,1,10,1
SVB Financial Group,2019,200000,SVB Financial Group,Franklin Square Group,200000, Troy Perry ,1,0,1,10,1
Scotiabank,2017,30000,Scotiabank de Puerto Rico,Cumberland North America LLC,30000, William S III Cooper ,1,0,1,0,0
Scotiabank,2018,300000,Scotiabank de Puerto Rico,Wachtell Lipton et al,100000, Richard Mason ,0,0,1,1,0
Scotiabank,2018,300000,Scotiabank de Puerto Rico,Cumberland North America LLC,200000, William S III Cooper ,1,0,1,1,0
Service Employees International Union,2017,50000,Service Employees International Union,Nueva Vista Group,340000, Jane Loewenson ,1,0,1,0,0
Service Employees International Union,2017,50000,Amalgamated Bank,Capitol Counsel,50000, Warren Tryon ,1,0,1,0,0
Service Employees International Union,2017,50000,Amalgamated Bank,Capitol Counsel,50000, David W Jones ,1,0,1,0,0
Service Employees International Union,2017,50000,Amalgamated Bank,Capitol Counsel,50000, De'ana Dow ,1,0,1,0,0
Service Employees International Union,2017,50000,Service Employees International Union,Nueva Vista Group,340000, Irene Bueno ,1,0,1,0,0
Service Employees International Union,2017,50000,Amalgamated Bank,Capitol Counsel,50000, Ann Jablon ,1,0,1,0,0
Service Employees International Union,2017,50000,Amalgamated Bank,Capitol Counsel,50000, John D Raffaelli ,1,0,1,0,0
Service Employees International Union,2017,50000,Amalgamated Bank,Capitol Counsel,50000, Shannon Finley ,1,0,1,0,0
Service Employees International Union,2017,50000,Service Employees International Union,Nueva Vista Group,340000, Charles M Loveless ,0,0,1,0,0
Service Employees International Union,2017,50000,Service Employees International Union,Nueva Vista Group,340000, Abby Lynne Bownas ,1,0,1,0,0
Service Employees International Union,2017,50000,Service Employees International Union,Service Employees International Union,410722, Ilene Stein ,0,0,1,0,0
Service Employees International Union,2017,50000,Service Employees International Union,Service Employees International Union,410722, John Foti ,0,0,1,0,0
Service Employees International Union,2017,50000,Service Employees International Union,Nueva Vista Group,340000, Bonnie Hogue Duffy ,1,0,1,0,0
Service Employees International Union,2017,50000,Service Employees International Union,Service Employees International Union,410722, John Scott III Gray ,1,0,1,0,0
Service Employees International Union,2017,50000,Amalgamated Bank,Capitol Counsel,50000, Jenn Fogel-Bublick ,1,0,1,0,0
Service Employees International Union,2017,50000,Service Employees International Union,Nueva Vista Group,340000, Andrea LaRue ,1,0,1,0,0
Service Employees International Union,2017,50000,Amalgamated Bank,Capitol Counsel,50000, Drew Goesl ,1,0,1,0,0
Service Employees International Union,2018,160000,Service Employees International Union,Service Employees International Union,470225, John Scott III Gray ,0,0,1,1,0
Service Employees International Union,2018,160000,Service Employees International Union,Nueva Vista Group,280000, Charles M Loveless ,0,0,1,1,0
Service Employees International Union,2018,160000,Service Employees International Union,Nueva Vista Group,280000, Andrea LaRue ,1,0,1,1,0
Service Employees International Union,2018,160000,Amalgamated Bank,Capitol Counsel,160000, David W Jones ,0,0,1,1,0
Service Employees International Union,2018,160000,Amalgamated Bank,Capitol Counsel,160000, Jenn Fogel-Bublick ,1,0,1,1,0
Service Employees International Union,2018,160000,Amalgamated Bank,Capitol Counsel,160000, Drew Goesl ,1,0,1,1,0
Service Employees International Union,2018,160000,Service Employees International Union,Service Employees International Union,470225, John Foti ,0,0,1,1,0
Service Employees International Union,2018,160000,Service Employees International Union,Nueva Vista Group,280000, Jane Loewenson ,1,0,1,1,0
Service Employees International Union,2018,160000,Service Employees International Union,Nueva Vista Group,280000, Abby Lynne Bownas ,1,0,1,1,0
Service Employees International Union,2018,160000,Service Employees International Union,Nueva Vista Group,280000, Irene Bueno ,1,0,1,1,0
Service Employees International Union,2018,160000,Service Employees International Union,Service Employees International Union,470225, Jaya Chatterjee ,0,0,1,1,0
Service Employees International Union,2018,160000,Service Employees International Union,Service Employees International Union,470225, Ilene Stein ,0,0,1,1,0
Service Employees International Union,2018,160000,Amalgamated Bank,Capitol Counsel,160000, Shannon Finley ,1,0,1,1,0
Service Employees International Union,2018,160000,Amalgamated Bank,Capitol Counsel,160000, De'ana Dow ,1,0,1,1,0
Service Employees International Union,2018,160000,Amalgamated Bank,Capitol Counsel,160000, Warren Tryon ,1,0,1,1,0
Service Employees International Union,2018,160000,Amalgamated Bank,Capitol Counsel,160000, Ann Jablon ,1,0,1,1,0
Service Employees International Union,2018,160000,Amalgamated Bank,Capitol Counsel,160000, John D Raffaelli ,1,0,1,1,0
Service Employees International Union,2018,160000,SEIU Local 775,Groom Law Group,30000, Michael Kreps ,1,0,1,1,0
Service Employees International Union,2018,160000,Service Employees International Union,Nueva Vista Group,280000, Bonnie Hogue Duffy ,1,0,1,1,0
Signature Bank,2017,0,Signature Bank,Park Strategies,0, Kraig M Siracuse ,1,0,1,0,0
Signature Bank,2017,0,Signature Bank,Park Strategies,0, Steve Minarik ,0,0,1,0,0
Signature Bank,2017,0,Signature Bank,Park Strategies,0, Alfonse M D'Amato ,1,1,1,0,0
Signature Bank,2018,0,Signature Bank,Park Strategies,0, Kraig M Siracuse ,1,0,1,1,0
Signature Bank,2018,0,Signature Bank,Park Strategies,0, Alfonse M D'Amato ,1,1,1,1,0
Signature Bank,2018,0,Signature Bank,Park Strategies,0, Steve Minarik ,0,0,1,1,0
Sound Banking Coalition,2008,10000,Sound Banking Coalition,SOUND BANKING COALITION,10000, Douglas S Kantor ,1,0,1,5,0
Sound Banking Coalition,2008,10000,Sound Banking Coalition,SOUND BANKING COALITION,10000, John Fielding ,0,0,1,5,0
Sound Banking Coalition,2008,10000,Sound Banking Coalition,SOUND BANKING COALITION,10000, Thomas J Jr Bliley ,1,1,1,5,0
Sound Banking Coalition,2009,0,Sound Banking Coalition,SOUND BANKING COALITION,0, Thomas J Jr Bliley ,1,1,1,6,0
Sound Banking Coalition,2009,0,Sound Banking Coalition,SOUND BANKING COALITION,0, Douglas S Kantor ,1,0,1,6,0
Sound Banking Coalition,2009,0,Sound Banking Coalition,SOUND BANKING COALITION,0, John Fielding ,0,0,1,6,0
Standard Chartered plc,2008,52000,Standard Chartered Bank,Glover Park Group,40000, Brett O'Brien ,1,0,1,8,0
Standard Chartered plc,2008,52000,Standard Chartered Bank,Glover Park Group,40000, Susan Brophy ,1,0,1,8,0
Standard Chartered plc,2008,52000,Standard Chartered Bank,Glover Park Group,40000, Beth Tritter ,1,0,1,8,0
Standard Chartered plc,2008,52000,Standard Chartered Bank,Glover Park Group,40000, Joy Drucker ,1,0,1,8,0
Standard Chartered plc,2008,52000,Standard Chartered Bank,Glover Park Group,40000, Joel P Johnson ,1,0,1,8,0
Standard Chartered plc,2011,250000,Standard Chartered Bank,Glover Park Group,250000, Joel P Johnson ,1,0,1,11,0
Standard Chartered plc,2011,250000,Standard Chartered Bank,Glover Park Group,250000, Jason Rosenberg ,1,0,1,11,0
Standard Chartered plc,2012,170000,Standard Chartered Bank,Glover Park Group,130000, Jason Rosenberg ,1,0,1,12,0
Standard Chartered plc,2012,170000,Standard Chartered Bank,Glover Park Group,130000, Joel P Johnson ,1,0,1,12,0
Standard Chartered plc,2013,160000,Standard Chartered Bank,Glover Park Group,160000, Joel P Johnson ,1,0,1,13,0
Standard Chartered plc,2014,500000,Standard Chartered Bank,Standard Chartered Bank,500000, Michael Beresik ,1,0,1,14,1
Standard Chartered plc,2014,500000,Standard Chartered Bank,Glover Park Group,0, Joel P Johnson ,1,0,1,14,1
Standard Chartered plc,2015,590000,Standard Chartered Bank,Standard Chartered Bank,590000, Michael Beresik ,1,0,1,15,0
Standard Chartered plc,2016,590000,Standard Chartered Bank,Standard Chartered Bank,590000, Michael Beresik ,1,0,1,16,1
Standard Chartered plc,2017,610000,Standard Chartered Bank,Standard Chartered Bank,610000, Michael Beresik ,1,0,1,17,1
Standard Chartered plc,2018,610000,Standard Chartered Bank,Standard Chartered Bank,610000, Michael Beresik ,1,0,1,18,1
Standard Chartered plc,2019,629000,Standard Chartered Bank,Standard Chartered Bank,629000, Michael Beresik ,1,0,1,19,1
State Bank of Long Island,2008,35000,State Bank of Long Island,Butera & Andrews,35000, James J Butera ,0,0,1,0,0
State Bank of Long Island,2008,35000,State Bank of Long Island,Butera & Andrews,35000, Ryan D Israel ,0,0,1,0,0
State Street Development Co of Boston,2008,40000,State Street Development Co of Boston,Coan & Lyons,40000, Carl AS Jr Coan ,0,0,1,10,0
State Street Development Co of Boston,2008,40000,State Street Development Co of Boston,Coan & Lyons,40000, Raymond K James ,1,0,1,10,0
State Street Development Co of Boston,2009,30000,State Street Development Co of Boston,Coan & Lyons,30000, Raymond K James ,1,0,1,11,0
State Street Development Co of Boston,2010,30000,State Street Development Co of Boston,Coan & Lyons,30000, Raymond K James ,1,0,1,12,0
State Street Development Co of Boston,2011,0,State Street Development Co of Boston,Coan & Lyons,0, Raymond K James ,1,0,1,13,0
Sterling Bank,2012,26250,Sterling Bank,Washington2 Advocates,26250, Jeff Bjornstad ,1,0,1,0,0
Sterling Bank,2012,26250,Sterling Bank,Washington2 Advocates,26250, Tony J Williams ,1,0,1,0,0
Sterling Bank,2013,46500,Sterling Bank,Washington2 Advocates,36000, Jeff Bjornstad ,1,0,1,1,0
Sterling Bank,2013,46500,Sterling Bank,Washington2 Advocates,36000, Tony J Williams ,1,0,1,1,0
Sterling Bank,2013,46500,Sterling Bank,Washington2 Advocates,36000, Nina N Collier ,1,0,1,1,0
Sterling Bank,2014,17500,Sterling Bank,Washington2 Advocates,17500, Nina N Collier ,1,0,1,2,0
Sterling Bank,2014,17500,Sterling Bank,Washington2 Advocates,17500, Tony J Williams ,1,0,1,2,0
Sterling Bank,2014,17500,Sterling Bank,Washington2 Advocates,17500, Jeff Bjornstad ,1,0,1,2,0
SunTrust Banks,2009,0,SunTrust Banks,SunTrust Banks,0, Brenda L Skidmore ,0,0,1,11,0
SunTrust Banks,2010,0,SunTrust Banks,SunTrust Banks,0, Brenda L Skidmore ,0,0,1,12,0
SunTrust Banks,2012,150641,,,,,,,1,14,0
SunTrust Banks,2013,860000,,,,,,,1,15,0
SunTrust Banks,2014,1118500,SunTrust Banks,SunTrust Banks,1118500, Mark Oesterle ,1,0,1,16,0
SunTrust Banks,2014,1118500,BB&T Corp,BB&T Corp,1116245, Mary Wasaff ,0,0,1,16,0
SunTrust Banks,2014,1118500,BB&T Corp,BB&T Corp,1116245, John Hardage ,1,0,1,16,0
SunTrust Banks,2015,919000,,,,,,,1,17,0
SunTrust Banks,2016,855000,,,,,,,1,18,0
SunTrust Banks,2017,1049000,,,,,,,1,19,0
SunTrust Banks,2018,1157000,,,,,,,1,20,0
Superior Bank,2009,70000,Superior Bank,Jones Walker et al,70000, Palmer C Hamilton ,0,0,1,11,0
Superior Bank,2010,100000,Superior Bank,Jones Walker et al,100000, Palmer C Hamilton ,0,0,1,12,1
Superior Bank,2011,30000,Superior Bank,Jones Walker et al,30000, Palmer C Hamilton ,0,0,1,13,0
Swiss Bankers Assn,2008,20000,Swiss Bankers Assn,Mayer Brown et al,20000, Marc R Cohen ,0,0,1,10,0
Swiss Bankers Assn,2008,20000,Swiss Bankers Assn,Mayer Brown et al,20000, Jerome J Roche ,0,0,1,10,0
Swiss Bankers Assn,2008,20000,Swiss Bankers Assn,Mayer Brown et al,20000, John R Mirvish ,0,0,1,10,0
Swiss Bankers Assn,2008,20000,Swiss Bankers Assn,Mayer Brown et al,20000, Thomas J Delaney ,1,0,1,10,0
Swiss Bankers Assn,2009,420000,Swiss Bankers Assn,Hogan & Hartson,330000, Candida Perotti Wolff ,1,0,1,11,1
Swiss Bankers Assn,2009,420000,Swiss Bankers Assn,Hogan & Hartson,330000, Gwen E Mellor ,0,0,1,11,1
Swiss Bankers Assn,2009,420000,Swiss Bankers Assn,Mayer Brown LLP,90000, Thomas J Delaney ,1,0,1,11,1
Swiss Bankers Assn,2009,420000,Swiss Bankers Assn,Hogan & Hartson,330000, Jeanne S Archibald ,1,0,1,11,1
Swiss Bankers Assn,2009,420000,Swiss Bankers Assn,Mayer Brown LLP,90000, Jonathan A Sambur ,0,0,1,11,1
Swiss Bankers Assn,2009,420000,Swiss Bankers Assn,Hogan & Hartson,330000, W Michael House ,1,0,1,11,1
Swiss Bankers Assn,2009,420000,Swiss Bankers Assn,Mayer Brown LLP,90000, John R Mirvish ,0,0,1,11,1
Swiss Bankers Assn,2010,120000,Swiss Bankers Assn,Mayer Brown LLP,120000, John R Mirvish ,0,0,1,12,0
Swiss Bankers Assn,2010,120000,Swiss Bankers Assn,Mayer Brown LLP,120000, Thomas J Delaney ,1,0,1,12,0
Swiss Bankers Assn,2010,120000,Swiss Bankers Assn,Mayer Brown LLP,120000, Jonathan A Sambur ,0,0,1,12,0
Swiss Bankers Assn,2011,70000,Swiss Bankers Assn,Mayer Brown LLP,70000, John R Mirvish ,0,0,1,13,0
Swiss Bankers Assn,2012,30000,Swiss Bankers Assn,Mayer Brown LLP,30000, John R Mirvish ,0,0,1,14,0
Swiss Bankers Assn,2013,70000,Swiss Bankers Assn,Mayer Brown LLP,70000, John R Mirvish ,0,0,1,15,0
Swiss Bankers Assn,2014,20000,Swiss Bankers Assn,Mayer Brown LLP,20000, John R Mirvish ,0,0,1,16,0
Swiss Bankers Assn,2015,20000,Swiss Bankers Assn,Mayer Brown LLP,20000, John R Mirvish ,0,0,1,17,0
Swiss Bankers Assn,2016,20000,Swiss Bankers Assn,Mayer Brown LLP,20000, Timothy J Keeler ,1,0,1,18,0
Swiss Bankers Assn,2016,20000,Swiss Bankers Assn,Mayer Brown LLP,20000, John R Mirvish ,0,0,1,18,0
Swiss Bankers Assn,2016,20000,Swiss Bankers Assn,Mayer Brown LLP,20000, Warren Payne ,1,0,1,18,0
Synovus Financial Corp,2017,10000,Synovus Financial Corp,Troutman Sanders,10000, Robert Jr Leebern ,1,0,1,0,0
Synovus Financial Corp,2017,10000,Synovus Financial Corp,Troutman Sanders,10000, Lindsay Austin ,1,0,1,0,0
Synovus Financial Corp,2017,10000,Synovus Financial Corp,Troutman Sanders,10000, Tom Tilton ,1,0,1,0,0
TCF Bank,2012,0,TCF Bank,Boschwitz Assoc,0, Rudy E Boschwitz ,1,1,1,0,0
TCF Financial,2009,150000,TCF Financial,Monument Strategies,100000, Jon Alexander ,1,0,1,10,0
TCF Financial,2009,150000,TCF Financial,Jones Walker et al,50000, Palmer C Hamilton ,0,0,1,10,0
TCF Financial,2010,220000,TCF Financial,Monument Strategies,140000, Jon Alexander ,1,0,1,11,0
TCF Financial,2010,220000,TCF Financial,Jones Walker et al,80000, Palmer C Hamilton ,0,0,1,11,0
TCF Financial,2011,330000,TCF Financial,Monument Strategies,200000, Jon Alexander ,1,0,1,12,0
TCF Financial,2011,330000,TCF Financial,Jones Walker et al,130000, James J Butera ,0,0,1,12,0
TCF Financial,2011,330000,TCF Bank,Boschwitz Assoc,0, Rudy E Boschwitz ,1,1,1,12,0
TCF Financial,2011,330000,TCF Financial,Jones Walker et al,130000, Palmer C Hamilton ,0,0,1,12,0
TCF Financial,2012,305000,TCF Financial,Jones Walker et al,120000, James J Butera ,0,0,1,13,0
TCF Financial,2012,305000,TCF Financial,Jones Walker et al,120000, Palmer C Hamilton ,0,0,1,13,0
TCF Financial,2012,305000,TCF Financial,Monument Strategies,135000, Jon Alexander ,1,0,1,13,0
TCF Financial,2013,240000,TCF Financial,Jones Walker LLP,120000, Palmer C Hamilton ,0,0,1,14,0
TCF Financial,2013,240000,TCF Financial,Jones Walker LLP,120000, James J Butera ,0,0,1,14,0
TCF Financial,2013,240000,TCF Financial,Monument Strategies,120000, Jon Alexander ,1,0,1,14,0
TCF Financial,2014,175000,TCF Financial,Monument Strategies,95000, Jon Alexander ,1,0,1,15,0
TCF Financial,2014,175000,TCF Financial,Jones Walker LLP,80000, Palmer C Hamilton ,0,0,1,15,0
TCF Financial,2015,180000,TCF Financial,Jones Walker LLP,80000, Palmer C Hamilton ,0,0,1,16,0
TCF Financial,2015,180000,TCF Financial,Monument Strategies,100000, Jon Alexander ,1,0,1,16,0
TCF Financial,2016,180000,TCF Financial,Monument Strategies,75000, Jon Alexander ,1,0,1,17,0
TCF Financial,2016,180000,TCF Financial,Jones Walker LLP,80000, Palmer C Hamilton ,0,0,1,17,0
TCF Financial,2017,180000,TCF Financial,Jones Walker LLP,80000, Palmer C Hamilton ,0,0,1,18,0
TCF Financial,2017,180000,TCF Financial,Monument Strategies,75000, Jon Alexander ,1,0,1,18,0
Talmer Bank & Trust,2011,40000,Talmer Bank & Trust,Nelson Mullins et al,40000, Mick Nardelli ,1,0,1,0,0
Talmer Bank & Trust,2011,40000,Talmer Bank & Trust,Nelson Mullins et al,40000, Ron Klink ,1,1,1,0,0
Texas Capital Bancshares,2010,55000,Texas Capital Bank,Nossaman LLP,10000, Timothy W Jenkins ,0,0,1,0,0
Texas Capital Bancshares,2010,55000,Texas Capital Bank,Nossaman LLP,10000, Brent R Heberlee ,1,0,1,0,0
Texas Capital Bancshares,2010,55000,Texas Capital Bank,Coffee & Assoc,45000, Roy C Coffee ,0,0,1,0,0
Texas Capital Bancshares,2010,55000,Texas Capital Bank,Nossaman LLP,10000, Paul S Quinn ,1,0,1,0,0
Texas Capital Bancshares,2011,130000,Texas Capital Bank,Coffee & Assoc,60000, Roy C Coffee ,0,0,1,1,0
Texas Capital Bancshares,2011,130000,Texas Capital Bank,Nossaman LLP,70000, Brent R Heberlee ,1,0,1,1,0
Texas Capital Bancshares,2011,130000,Texas Capital Bank,Nossaman LLP,70000, Timothy W Jenkins ,0,0,1,1,0
Texas Capital Bancshares,2011,130000,Texas Capital Bank,Nossaman LLP,70000, Sherry Harper Widicus ,1,0,1,1,0
Texas Capital Bancshares,2012,125000,Texas Capital Bank,Nossaman LLP,65000, Shelby Hagenauer ,1,0,1,2,0
Texas Capital Bancshares,2012,125000,Texas Capital Bank,Nossaman LLP,65000, Timothy W Jenkins ,0,0,1,2,0
Texas Capital Bancshares,2012,125000,Texas Capital Bank,Nossaman LLP,65000, Brent R Heberlee ,1,0,1,2,0
Texas Capital Bancshares,2012,125000,Texas Capital Bank,Nossaman LLP,65000, Sherry Harper Widicus ,1,0,1,2,0
Texas Capital Bancshares,2012,125000,Texas Capital Bank,Coffee & Assoc,60000, Roy C Coffee ,0,0,1,2,0
Texas Capital Bancshares,2013,110000,Texas Capital Bank,Nossaman LLP,50000, Shelby Hagenauer ,1,0,1,3,0
Texas Capital Bancshares,2013,110000,Texas Capital Bank,Nossaman LLP,50000, Timothy W Jenkins ,0,0,1,3,0
Texas Capital Bancshares,2013,110000,Texas Capital Bank,Nossaman LLP,50000, Brent R Heberlee ,1,0,1,3,0
Texas Capital Bancshares,2013,110000,Texas Capital Bank,Nossaman LLP,50000, Sherry Harper Widicus ,1,0,1,3,0
Texas Capital Bancshares,2013,110000,Texas Capital Bank,Coffee & Assoc,60000, Roy C Coffee ,0,0,1,3,0
Texas Capital Bancshares,2014,130000,Texas Capital Bank,Nossaman LLP,70000, Timothy W Jenkins ,0,0,1,4,0
Texas Capital Bancshares,2014,130000,Texas Capital Bank,Coffee & Assoc,60000, Roy C Coffee ,0,0,1,4,0
Texas Capital Bancshares,2014,130000,Texas Capital Bank,Nossaman LLP,70000, Shelby Hagenauer ,1,0,1,4,0
Texas Capital Bancshares,2014,130000,Texas Capital Bank,Nossaman LLP,70000, Brent R Heberlee ,1,0,1,4,0
Texas Capital Bancshares,2014,130000,Texas Capital Bank,Nossaman LLP,70000, Sherry Harper Widicus ,1,0,1,4,0
Texas Capital Bancshares,2014,130000,Texas Capital Bank,Nossaman LLP,70000, Frederick T Dombo ,1,0,1,4,0
Texas Capital Bancshares,2015,140000,Texas Capital Bank,Nossaman LLP,80000, Sherry Harper Widicus ,1,0,1,5,0
Texas Capital Bancshares,2015,140000,Texas Capital Bank,Coffee & Assoc,60000, Roy C Coffee ,0,0,1,5,0
Texas Capital Bancshares,2015,140000,Texas Capital Bank,Nossaman LLP,80000, Shelby Hagenauer ,1,0,1,5,0
Texas Capital Bancshares,2015,140000,Texas Capital Bank,Nossaman LLP,80000, Timothy W Jenkins ,0,0,1,5,0
Texas Capital Bancshares,2015,140000,Texas Capital Bank,Nossaman LLP,80000, Brent R Heberlee ,1,0,1,5,0
Texas Capital Bancshares,2016,145000,Texas Capital Bank,Nossaman LLP,80000, Brent R Heberlee ,1,0,1,6,0
Texas Capital Bancshares,2016,145000,Texas Capital Bank,Coffee & Assoc,65000, Roy C Coffee ,0,0,1,6,0
Texas Capital Bancshares,2016,145000,Texas Capital Bank,Nossaman LLP,80000, Timothy W Jenkins ,0,0,1,6,0
Texas Capital Bancshares,2016,145000,Texas Capital Bank,Nossaman LLP,80000, Shelby Hagenauer ,1,0,1,6,0
Texas Capital Bancshares,2016,145000,Texas Capital Bank,Nossaman LLP,80000, Sherry Harper Widicus ,1,0,1,6,0
Texas Capital Bancshares,2017,180000,Texas Capital Bank,Nossaman LLP,100000, Shelby Hagenauer ,1,0,1,7,0
Texas Capital Bancshares,2017,180000,Texas Capital Bank,Nossaman LLP,100000, Sherry Harper Widicus ,1,0,1,7,0
Texas Capital Bancshares,2017,180000,Texas Capital Bank,Nossaman LLP,100000, Timothy W Jenkins ,0,0,1,7,0
Texas Capital Bancshares,2017,180000,Texas Capital Bank,Coffee & Assoc,80000, Roy C Coffee ,0,0,1,7,0
Texas Capital Bancshares,2017,180000,Texas Capital Bank,Nossaman LLP,100000, Brent R Heberlee ,1,0,1,7,0
Texas Capital Bancshares,2018,197000,Texas Capital Bank,Nossaman LLP,117000, Shelby Hagenauer ,1,0,1,8,0
Texas Capital Bancshares,2018,197000,Texas Capital Bank,Nossaman LLP,117000, Brent R Heberlee ,1,0,1,8,0
Texas Capital Bancshares,2018,197000,Texas Capital Bank,Nossaman LLP,117000, Timothy W Jenkins ,0,0,1,8,0
Texas Capital Bancshares,2018,197000,Texas Capital Bank,Coffee & Assoc,80000, Roy C Coffee ,0,0,1,8,0
Texas Capital Bancshares,2018,197000,Texas Capital Bank,Nossaman LLP,117000, Sherry Harper Widicus ,1,0,1,8,0
Texas Capital Bancshares,2019,190000,Texas Capital Bank,Ballard Spahr LLP,110000, Timothy W Jenkins ,0,0,1,9,0
Texas Capital Bancshares,2019,190000,Texas Capital Bank,Ballard Spahr LLP,110000, Brent R Heberlee ,1,0,1,9,0
Texas Capital Bancshares,2019,190000,Texas Capital Bank,Ballard Spahr LLP,110000, Sherry Harper Widicus ,1,0,1,9,0
Texas Capital Bancshares,2019,190000,Texas Capital Bank,Coffee & Assoc,80000, Roy C Coffee ,0,0,1,9,0
The Clearing House,2013,30000,Clearing House Payments Co,Clearing House Payments Co,1760000, Jill Hershey ,1,0,1,10,1
The Clearing House,2013,30000,Clearing House Payments Co,Clearing House Payments Co,1760000, Kristin Harrison Richardson ,1,0,1,10,1
The Clearing House,2013,30000,Clearing House Payments Co,Sullivan & Cromwell,250000, Samuel R III Woodall ,1,0,1,10,1
The Clearing House,2013,30000,The Clearing House,Wexler & Walker Public Policy Assoc,30000, Thomas Carpenter ,1,0,1,10,1
The Clearing House,2013,30000,The Clearing House,Wexler & Walker Public Policy Assoc,30000, Robert S Walker ,1,1,1,10,1
The Clearing House,2013,30000,The Clearing House,Wexler & Walker Public Policy Assoc,30000, George Rogers ,1,0,1,10,1
The Clearing House,2013,30000,Clearing House Payments Co,Clearing House Payments Co,1760000, John Wagner ,0,0,1,10,1
The Clearing House,2013,30000,Clearing House Payments Co,Clearing House Payments Co,1760000, John Van Etten ,1,0,1,10,1
The Clearing House,2013,30000,Clearing House Payments Co,Clearing House Payments Co,1760000, Paul Saltzman ,0,0,1,10,1
The Clearing House,2013,30000,The Clearing House,Wexler & Walker Public Policy Assoc,30000, Dale W Snape ,0,0,1,10,1
The Clearing House,2014,170000,Clearing House Payments Co,TG&C Group,10000, Karen L Thurman ,1,1,1,11,1
The Clearing House,2014,170000,The Clearing House,Cleary Gottlieb et al,10000, Michael Krimminger ,0,0,1,11,1
The Clearing House,2014,170000,Clearing House Payments Co,Clearing House Payments Co,1420000, John Van Etten ,1,0,1,11,1
The Clearing House,2014,170000,The Clearing House,Wexler & Walker Public Policy Assoc,120000, Robert S Walker ,1,1,1,11,1
The Clearing House,2014,170000,Clearing House Payments Co,TG&C Group,10000, J Eric Gould ,1,0,1,11,1
The Clearing House,2014,170000,The Clearing House,Venable LLP,40000, Andrew Olmem ,1,0,1,11,1
The Clearing House,2014,170000,The Clearing House,Wexler & Walker Public Policy Assoc,120000, Thomas Carpenter ,1,0,1,11,1
The Clearing House,2014,170000,Clearing House Payments Co,Clearing House Payments Co,1420000, Kristin Harrison Richardson ,1,0,1,11,1
The Clearing House,2014,170000,The Clearing House,Wexler & Walker Public Policy Assoc,120000, Dale W Snape ,0,0,1,11,1
The Clearing House,2014,170000,The Clearing House,Wexler & Walker Public Policy Assoc,120000, George Rogers ,1,0,1,11,1
The Clearing House,2014,170000,Clearing House Payments Co,Clearing House Payments Co,1420000, Paul Saltzman ,0,0,1,11,1
The Clearing House,2014,170000,Clearing House Payments Co,Clearing House Payments Co,1420000, Jill Hershey ,1,0,1,11,1
The Clearing House,2014,170000,Clearing House Payments Co,TG&C Group,10000, David F Crane ,1,0,1,11,1
The Clearing House,2014,170000,The Clearing House,Venable LLP,40000, Daris Meeks ,1,0,1,11,1
The Clearing House,2014,170000,Clearing House Payments Co,Sullivan & Cromwell,120000, Samuel R III Woodall ,1,0,1,11,1
The Clearing House,2015,430000,Clearing House Payments Co,Clearing House Payments Co,1160000, Kristin Harrison Richardson ,1,0,1,12,0
The Clearing House,2015,430000,The Clearing House,Venable LLP,170000, Daris Meeks ,1,0,1,12,0
